toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,st_rad_err,st_logg_err,st_teff_err,notes,accepted,st_rho,a,b,u_star1,u_star2,u_star1_sd,u_star2_sd,ror
5459.01,5459,1942969,1942969.01,1,PC,05h15m43.75s,78.932278,,,+34d05m32.25s,34.092293,,,-0.159,0.048,-0.048,0.0,1.0,4.583,0.032,-0.032,0.0,1.0,2459547.783389,0.001953,-0.001953,0,1,2.8078585,1.64e-05,-1.64e-05,0,1,1.516,0.463,-0.463,0,1,4820.0,23.0901,-23.0901,0,1,14.8378,1.28562,-1.28562,0,1,428.439,,,,,1267.0,,,,,12.8255,0.019,-0.019,0,1,921.369,21.123,-21.123,0,1,6338.0,178.4,-178.4,0,1,3.95,0.09,-0.09,0,1,1.95,0.1,-0.1,0,1,2022-04-20 18:22:56,2022-04-21 12:03:43,0.1,0.09,178.4,,True,0.2349898220143181,4.609500395152264,0.94544765919613,0.3877243750861725,0.1446753063835213,0.0004601813665151,0.0009426978219641,0.07787985620989207
5468.01,5468,172222885,172222885.01,1,PC,06h33m16.81s,98.32004,,,+34d04m22.47s,34.072909,,,8.595,0.087,-0.087,0.0,1.0,-11.016,0.07,-0.07,0.0,1.0,2459513.290528,0.001429,-0.001429,0,1,20.9233666,9.09e-05,-9.09e-05,0,1,2.47,0.256,-0.256,0,1,9470.0,8.54284,-8.54284,0,1,12.2366,0.765086,-0.765086,0,1,14.0816,,,,,539.0,,,,,12.2122,0.008,-0.008,0,1,507.02,15.9155,-15.9155,0,1,6283.0,130.2,-130.2,0,1,4.36,0.09,-0.09,0,1,1.22,0.07,-0.07,0,1,2022-04-20 18:23:00,2022-04-21 12:03:43,0.07,0.09,130.2,,True,0.9654367644454578,28.1654275172974,0.900318554723218,0.3741463389262925,0.1640289783127798,0.0010148816840874,0.0015834933167921,0.10442626746106118
5479.01,5479,67444896,67444896.01,1,PC,11h25m35.23s,171.396808,,,+12d46m00.56s,12.766823,,,-5.47,0.084,-0.084,0.0,1.0,-3.098,0.066,-0.066,0.0,1.0,2459570.004911,0.002939,-0.002939,0,1,15.1306782,9.33e-05,-9.33e-05,0,1,4.204,0.391,-0.391,0,1,6030.0,5.03268,-5.03268,0,1,11.9169,0.761142,-0.761142,0,1,59.008,,,,,772.0,,,,,12.2773,0.007,-0.007,0,1,598.366,21.5705,-21.5705,0,1,5799.3,106.2,-106.2,0,1,4.09,0.07,-0.07,0,1,1.52,0.08,-0.08,0,1,2022-04-20 19:54:39,2022-08-18 12:02:41,0.08,0.07,106.2,,True,0.4161405872817594,17.1411379004153,0.7818850118149857,0.425660172024554,0.142844506566542,0.0007839287962596,0.0012966812885963,0.07835384078311856
5482.01,5482,459947163,459947163.01,1,PC,11h30m22.27s,172.592807,,,+16d45m08.7s,16.752416,,,-34.619,0.047,-0.047,0.0,1.0,12.418,0.04,-0.04,0.0,1.0,2459573.446379,0.00375,-0.00375,0,1,7.9923268,6.31e-05,-6.31e-05,0,1,2.176,0.886,-0.886,0,1,5780.0,183.18,-183.18,0,1,9.69724,1.82733,-1.82733,0,1,104.579,,,,,890.0,,,,,12.9922,0.007,-0.007,0,1,659.819,13.0,-13.0,0,1,5825.0,128.8,-128.8,0,1,4.32,0.08,-0.08,0,1,1.18,0.06,-0.06,0,1,2022-04-20 19:54:41,2022-04-21 12:03:43,0.06,0.08,128.8,,True,0.9103358716458356,14.540189552558608,0.8552616758213062,0.4067413121269141,0.1551115908722779,0.000945110679061,0.0014610821559071,0.07944117100158782
5486.01,5486,291109653,291109653.01,1,PC,12h42m11.88s,190.549504,,,+03d47m18.96s,3.788601,,,-59.662,0.07,-0.07,0.0,1.0,-96.926,0.037,-0.037,0.0,1.0,2459577.679865,0.001472,-0.001472,0,1,2.0247106,8.7e-06,-8.7e-06,0,1,1.352,0.204,-0.204,0,1,4160.0,6.93198,-6.93198,0,1,3.79378,0.195886,-0.195886,0,1,57.7055,,,,,767.0,,,,,12.2937,0.007,-0.007,0,1,89.6811,0.26755,-0.26755,0,1,3654.0,157.0,-157.0,0,1,4.69,0.01,-0.01,0,1,0.55,0.02,-0.02,0,1,2022-04-20 19:54:43,2022-08-18 12:02:41,0.02,0.01,157.0,,True,4.5784763394167705,9.974006712304162,0.4898435545943671,0.3108692392535536,0.3191441707236114,0.0046397433772061,0.0061589566846416,0.060607760670699166
5502.01,5502,126322519,126322519.01,1,PC,09h00m48.97s,135.204056,,,+27d59m54s,27.998334,,,-46.502,0.126,-0.126,0.0,1.0,4.781,0.073,-0.073,0.0,1.0,2459578.359235,0.004386,-0.004386,0,1,11.6260799,0.0001303,-0.0001303,0,1,2.937,0.703,-0.703,0,1,840.0,3.01813,-3.01813,0,1,4.02844,0.32105,-0.32105,0,1,95.1955,,,,,870.0,,,,,10.3404,0.006,-0.006,0,1,248.654,5.308,-5.308,0,1,6317.0,127.3,-127.3,0,1,4.29,0.09,-0.09,0,1,1.32,0.06,-0.06,0,1,2022-04-20 19:54:50,2022-04-21 12:03:43,0.06,0.09,127.3,,True,0.7594684420547264,17.57300934975792,0.8138278268336028,0.375528399590802,0.160164514782408,0.0009289072810065,0.0014784158115317,0.029573418007224548
5577.01,5577,98833877,98833877.01,1,PC,07h01m14s,105.308337,,,+41d07m46.89s,41.129691,,,-2.291,0.074,-0.074,0.0,1.0,0.974,0.064,-0.064,0.0,1.0,2459606.67024,0.000968,-0.000968,0,1,0.358558,7e-07,-7e-07,0,1,0.274,0.065,-0.065,0,1,960.0,17.6282,-17.6282,0,1,8.24018,0.877154,-0.877154,0,1,948.501,,,,,1546.0,,,,,11.1947,0.007,-0.007,0,1,508.394,13.054,-13.054,0,1,6813.5,138.9,-138.9,0,1,4.16,0.09,-0.09,0,1,1.67,0.09,-0.09,0,1,2022-05-17 20:13:12,2022-05-18 12:05:50,0.09,0.09,138.9,,True,0.445007358642412,1.4461589701573494,0.9894815509058102,0.3552962329860585,0.1545005758269658,0.0003108905372695,0.0006078709789175,0.03753765550587644
5579.01,5579,252928337,252928337.01,1,PC,07h03m17.2s,105.821673,,,+52d31m00.23s,52.51673,,,-166.616,0.052,-0.052,0.0,1.0,-200.835,0.038,-0.038,0.0,1.0,2459583.260949,0.002452,-0.002452,0,1,19.8628449,0.0034783,-0.0034783,0,1,1.965,0.228,-0.228,0,1,30940.0,53.0154,-53.0154,0,1,7.82397,0.415735,-0.415735,0,1,0.933932,,,,,273.0,,,,,13.5426,0.007,-0.007,0,1,115.906,0.512,-0.512,0,1,3595.0,157.0,-157.0,0,1,4.8,0.01,-0.01,0,1,0.43,0.01,-0.01,0,1,2022-05-17 20:13:13,2022-05-18 12:05:50,0.01,0.01,157.0,,True,7.544235001000461,53.98669368243661,0.7150126348716639,0.2937401899112515,0.3391117646079252,0.0035307314015393,0.0048502943834106,0.1723325057200064
5580.01,5580,366298702,366298702.01,1,PC,07h29m03.02s,112.262575,,,+42d01m54.88s,42.03191,,,-12.316,0.05,-0.05,0.0,1.0,-16.814,0.032,-0.032,0.0,1.0,2459603.122108,0.005729,-0.005729,0,1,5.2782582,5.71e-05,-5.71e-05,0,1,3.379,0.494,-0.494,0,1,2000.0,4.67146,-4.67146,0,1,5.6755,0.42676,-0.42676,0,1,320.994,,,,,1179.0,,,,,12.2989,0.007,-0.007,0,1,486.081,7.714,-7.714,0,1,5647.0,125.2,-125.2,0,1,4.22,0.08,-0.08,0,1,1.29,0.07,-0.07,0,1,2022-05-17 20:13:13,2022-05-18 12:05:50,0.07,0.08,125.2,,True,0.6614453282156111,9.91316722266004,0.5567077191030692,0.442350047536283,0.1379373842960764,0.0008486067142685,0.0013498576464128,0.04243960407339396
5582.01,5582,392064198,392064198.01,1,PC,07h22m33.52s,110.639665,,,+30d25m06.07s,30.418354,,,5.799,0.073,-0.073,0.0,1.0,-0.434,0.065,-0.065,0.0,1.0,2459604.334385,0.004879,-0.004879,0,1,4.51125,7.3e-05,-7.3e-05,0,1,4.541,0.686,-0.686,0,1,760.0,1.51141,-1.51141,0,1,5.04347,0.37144,-0.37144,0,1,1281.58,,,,,1666.0,,,,,11.2713,0.009,-0.009,0,1,533.617,11.808,-11.808,0,1,6297.2,139.3,-139.3,0,1,3.97,0.09,-0.09,0,1,1.91,0.1,-0.1,0,1,2022-05-17 20:13:15,2022-05-18 12:05:50,0.1,0.09,139.3,,True,0.2512177354495052,6.465499104959078,0.5236831860057863,0.3953166062338187,0.1416533123181628,0.0004822434111148,0.0009365668782756,0.026154969619254516
5590.01,5590,9907513,9907513.01,1,PC,07h22m45.52s,110.689677,,,+37d40m03.04s,37.667511,,,-22.895,0.068,-0.068,0.0,1.0,-43.138,0.062,-0.062,0.0,1.0,2459606.061518,0.003642,-0.003642,0,1,1.2749899,9.8e-06,-9.8e-06,0,1,1.146,0.294,-0.294,0,1,1140.0,7.34649,-7.34649,0,1,2.69399,0.353868,-0.353868,0,1,201.011,,,,,1048.0,,,,,11.9639,0.006,-0.006,0,1,136.242,0.882,-0.882,0,1,4216.7,132.9,-132.9,0,1,4.48,0.12,-0.12,0,1,0.78,0.08,-0.08,0,1,2022-05-17 20:13:18,2022-05-18 12:05:50,0.08,0.12,132.9,,True,1.990623198543577,5.551217075529729,0.7572392089364188,0.5291437321140966,0.1386340130311938,0.003436942051781,0.0041878558727398,0.03377934789456796
5592.01,5592,88529975,88529975.01,1,PC,07h06m43.22s,106.680068,,,+65d51m26.1s,65.857249,,,5.096,0.026,-0.026,0.0,1.0,-10.573,0.034,-0.034,0.0,1.0,2459606.194577,0.000741,-0.000741,0,1,2.6085851,4.1e-06,-4.1e-06,0,1,1.573,0.327,-0.327,0,1,8610.0,18.3737,-18.3737,0,1,13.9108,0.911821,-0.911821,0,1,680.058,,,,,1422.0,,,,,12.136,0.007,-0.007,0,1,597.026,8.9775,-8.9775,0,1,6331.0,124.6,-124.6,0,1,4.25,0.09,-0.09,0,1,1.38,0.06,-0.06,0,1,2022-05-17 20:13:19,2022-05-18 12:05:50,0.06,0.09,124.6,,True,0.6625285186373231,6.2000076547507,0.872065365917486,0.3828922375039581,0.158476259960064,0.0006615784747214,0.001125710241683,0.09769316486304357
5594.01,5594,53394475,53394475.01,1,PC,07h53m40.32s,118.417987,,,+54d07m27.16s,54.124212,,,-8.428,0.04,-0.04,0.0,1.0,-40.191,0.027,-0.027,0.0,1.0,2459589.072503,0.004629,-0.004629,0,1,9.2271917,8.15e-05,-8.15e-05,0,1,3.781,0.369,-0.369,0,1,5540.0,7.58561,-7.58561,0,1,9.80232,0.64263,-0.64263,0,1,138.883,,,,,956.0,,,,,12.826,0.008,-0.008,0,1,683.54,12.065,-12.065,0,1,5899.0,130.3,-130.3,0,1,4.23,0.08,-0.08,0,1,1.32,0.07,-0.07,0,1,2022-05-17 20:13:20,2022-05-18 12:05:50,0.07,0.08,130.3,,True,0.6614693607503366,14.385897672951812,0.6360638302038666,0.4175327865711199,0.1507026253115069,0.0009206098706992,0.001469351294932,0.07185147613789485
5595.01,5595,302908969,302908969.01,1,PC,07h21m50.44s,110.460165,,,+35d13m19.14s,35.221983,,,-77.907,0.073,-0.073,0.0,1.0,-35.236,0.069,-0.069,0.0,1.0,2459598.869415,0.002315,-0.002315,0,1,5.9900508,3.23e-05,-3.23e-05,0,1,2.104,0.254,-0.254,0,1,3680.0,6.718,-6.718,0,1,4.71645,0.484319,-0.484319,0,1,24.7628,,,,,621.0,,,,,12.1765,0.006,-0.006,0,1,136.955,0.6395,-0.6395,0,1,4119.0,119.5,-119.5,0,1,4.51,0.11,-0.11,0,1,0.74,0.07,-0.07,0,1,2022-05-17 20:13:20,2022-05-18 12:05:50,0.07,0.11,119.5,,True,2.2482880075956118,16.216545517615952,0.6663816423197388,0.4919907998503474,0.1735175782946564,0.004600840954286,0.0051358386404363,0.05864396549996077
5599.01,5599,159160230,159160230.01,1,PC,13h17m18.3s,199.326238,,,+55d40m53.54s,55.681539,,,-16.483,0.035,-0.035,0.0,1.0,-4.433,0.03,-0.03,0.0,1.0,2459627.128945,0.005726,-0.005726,0,1,5.4368408,4.71e-05,-4.71e-05,0,1,4.473,0.717,-0.717,0,1,1020.0,2.64929,-2.64929,0,1,6.11754,0.434311,-0.434311,0,1,833.218,,,,,1496.0,,,,,11.2785,0.006,-0.006,0,1,547.948,6.277,-6.277,0,1,6246.0,122.2,-122.2,0,1,3.96,0.09,-0.09,0,1,1.91,0.08,-0.08,0,1,2022-05-17 20:14:45,2022-05-18 12:05:50,0.08,0.09,122.2,,True,0.2454993216454864,7.266108357328642,0.6226314800146733,0.3980626690258891,0.1423349131496244,0.0005373130304571,0.0010116889174203,0.03080598990857669
5618.01,5618,56999883,56999883.01,1,PC,11h32m16.81s,173.070058,,,+44d07m35.13s,44.126424,,,10.503,0.026,-0.026,0.0,1.0,-4.672,0.027,-0.027,0.0,1.0,2459630.759188,0.003107,-0.003107,0,1,3.5254325,2.12e-05,-2.12e-05,0,1,3.31,0.278,-0.278,0,1,5790.0,1865.31,-1865.31,0,1,17.2611,6.02186,-6.02186,0,1,2183.12,,,,,1904.0,,,,,12.9882,0.007,-0.007,0,1,631.38,8.15,-8.15,0,1,5497.0,127.9,-127.9,0,1,4.23,0.08,-0.08,0,1,1.25,0.07,-0.07,0,1,2022-05-17 20:14:54,2022-05-18 12:05:50,0.07,0.08,127.9,,True,0.6985116449523555,7.7135360428816515,0.3182742474472286,0.4538337283000033,0.1353904595665683,0.0008426536521474,0.0012956462748442,0.07000646049422632
5625.01,5625,137020480,137020480.01,1,PC,13h08m34.32s,197.142985,,,+42d20m26.88s,42.340801,,,-51.361,0.029,-0.029,0.0,1.0,15.519,0.03,-0.03,0.0,1.0,2459661.055081,0.005994,-0.005994,0,1,3.4645195,7.4e-05,-7.4e-05,0,1,4.649,0.367,-0.367,0,1,410.0,256.922,-256.922,0,1,10.4699,4.24972,-4.24972,0,1,28650.3,,,,,3624.0,,,,,9.1189,0.007,-0.007,0,1,260.349,1.944,-1.944,0,1,6351.0,128.7,-128.7,0,1,3.78,0.09,-0.09,0,1,2.4,0.11,-0.11,0,1,2022-05-17 20:22:52,2022-05-18 12:05:50,0.11,0.09,128.7,,True,0.1290840021690962,4.342836785257081,0.6465972092633246,0.3822364210463992,0.1445641798974236,0.0005424958436651,0.0010186792752255,0.01964727393444588
5636.01,5636,105616091,105616091.01,1,PC,13h18m55.39s,199.730786,,,+34d15m14.68s,34.254077,,,-62.989,0.038,-0.038,0.0,1.0,24.816,0.039,-0.039,0.0,1.0,2459658.577043,0.002725,-0.002725,0,1,4.2744435,3.06e-05,-3.06e-05,0,1,1.958,0.309,-0.309,0,1,1960.0,4.68486,-4.68486,0,1,4.01981,0.310989,-0.310989,0,1,132.963,,,,,946.0,,,,,11.3476,0.006,-0.006,0,1,207.621,1.1865,-1.1865,0,1,5405.0,127.7,-127.7,0,1,4.5,0.08,-0.08,0,1,0.9,0.05,-0.05,0,1,2022-06-02 21:09:09,2022-06-03 12:03:36,0.05,0.08,127.7,,True,1.8065132623263889,12.038918259918471,0.6920283227985244,0.4501603367175056,0.1407094213618192,0.00094909401737,0.0014479669726643,0.043302533922775006
5637.01,5637,136992839,136992839.01,1,PC,12h52m04.67s,193.01944,,,+47d39m25.69s,47.657137,,,-21.165,0.031,-0.031,0.0,1.0,12.779,0.034,-0.034,0.0,1.0,2459629.323433,0.008059,-0.008059,0,1,17.7916498,0.0002092,-0.0002092,0,1,6.405,0.676,-0.676,0,1,1550.0,3.07977,-3.07977,0,1,5.67639,0.39995,-0.39995,0,1,111.663,,,,,905.0,,,,,11.9229,0.006,-0.006,0,1,489.497,6.139,-6.139,0,1,5803.0,129.2,-129.2,0,1,4.14,0.08,-0.08,0,1,1.43,0.07,-0.07,0,1,2022-06-02 21:09:09,2022-06-03 12:03:36,0.07,0.08,129.2,,True,0.4963038294696295,20.251042427245988,0.2988222231051405,0.4245877529946542,0.1445483261957768,0.0008324490142581,0.0013557228542903,0.036321895133767094
5644.01,5644,441658213,441658213.01,1,PC,14h00m28.62s,210.119238,,,+55d18m56.12s,55.31559,,,28.385,0.181,-0.181,0.0,1.0,-58.522,0.158,-0.158,0.0,1.0,2459660.036393,0.001536,-0.001536,0,1,6.640285,1.43e-05,-1.43e-05,0,1,1.257,0.295,-0.295,0,1,5700.0,8.47036,-8.47036,0,1,7.34873,0.523529,-0.523529,0,1,26.3908,,,,,631.0,,,,,11.9816,0.007,-0.007,0,1,256.116,7.8085,-7.8085,0,1,5035.9,106.6,-106.6,0,1,4.51,0.08,-0.08,0,1,0.87,0.05,-0.05,0,1,2022-06-02 21:09:12,2022-06-03 12:03:36,0.05,0.08,106.6,,True,1.912336926000865,16.45760535054696,0.913068505968882,0.4861865540767761,0.1320328491594526,0.0009835297473703,0.0014824946951636,0.08357935927498646
5645.01,5645,156377968,156377968.01,1,PC,11h48m51s,177.21251,,,+35d32m51.03s,35.547508,,,-35.181,0.063,-0.063,0.0,1.0,-14.434,0.073,-0.073,0.0,1.0,2459659.856199,0.005273,-0.005273,0,1,4.5362433,5.12e-05,-5.12e-05,0,1,2.936,0.426,-0.426,0,1,3390.0,10.5682,-10.5682,0,1,7.12776,0.547531,-0.547531,0,1,305.034,,,,,1164.0,,,,,12.4054,0.007,-0.007,0,1,473.18,8.783,-8.783,0,1,5620.5,103.5,-103.5,0,1,4.28,0.07,-0.07,0,1,1.21,0.06,-0.06,0,1,2022-06-02 21:09:13,2022-06-03 12:03:36,0.06,0.07,103.5,,True,0.8096518142369458,9.585564298030311,0.5835013261862806,0.4297334252566936,0.142259340220933,0.0008390659117932,0.0013491412503445,0.055578268496075854
5646.01,5646,366804698,366804698.01,1,PC,13h13m47.31s,198.447139,,,+05d42m07.68s,5.702132,,,-15.945,0.081,-0.081,0.0,1.0,-0.784,0.05,-0.05,0.0,1.0,2459687.382078,0.003279,-0.003279,0,1,2.4277208,2.25e-05,-2.25e-05,0,1,3.158,0.402,-0.402,0,1,990.0,1.56355,-1.56355,0,1,6.0694,0.424596,-0.424596,0,1,1747.74,,,,,1801.0,,,,,10.8829,0.007,-0.007,0,1,429.221,9.6365,-9.6365,0,1,5999.3,133.6,-133.6,0,1,3.91,0.08,-0.08,0,1,1.93,0.11,-0.11,0,1,2022-06-02 21:09:46,2022-06-03 12:03:36,0.11,0.08,133.6,,True,0.2165341276632018,4.070945654759777,0.7207625228601992,0.4117957601718282,0.1399923092557071,0.0006582633231417,0.0011070674144817,0.03107660737093827
5647.01,5647,67743054,67743054.01,1,PC,15h02m10.71s,225.544641,,,+31d58m02.46s,31.967349,,,-6.576,0.028,-0.028,0.0,1.0,-1.612,0.037,-0.037,0.0,1.0,2459713.269594,0.000916,-0.000916,0,1,4.0134273,7.4e-06,-7.4e-06,0,1,1.445,0.098,-0.098,0,1,10480.0,6.84617,-6.84617,0,1,10.7003,0.663017,-0.663017,0,1,101.875,,,,,885.0,,,,,12.1436,0.007,-0.007,0,1,415.29,4.5255,-4.5255,0,1,5935.2,145.6,-145.6,0,1,4.42,0.08,-0.08,0,1,1.06,0.06,-0.06,0,1,2022-06-02 21:09:46,2022-09-02 16:02:01,0.06,0.08,145.6,,True,1.2757859011864403,10.27993164450407,0.8747989697147708,0.3987414370769969,0.1609699458800998,0.0012007034498798,0.0018497507727888,0.10823677563970387
5649.01,5649,392319808,392319808.01,1,PC,15h00m19.24s,225.080178,,,+39d27m04.72s,39.451312,,,-7.78,0.03,-0.03,0.0,1.0,-13.946,0.038,-0.038,0.0,1.0,2459681.976922,0.003306,-0.003306,0,1,4.7518771,2.43e-05,-2.43e-05,0,1,2.459,0.572,-0.572,0,1,8670.0,18.2099,-18.2099,0,1,15.1227,1.0982,-1.0982,0,1,262.123,,,,,1120.0,,,,,12.4399,0.007,-0.007,0,1,649.889,10.5235,-10.5235,0,1,5676.0,127.2,-127.2,0,1,4.05,0.08,-0.08,0,1,1.57,0.08,-0.08,0,1,2022-06-02 21:09:47,2022-06-03 12:03:36,0.08,0.08,127.2,,True,0.3674379515740674,7.597875344981545,0.857391719698943,0.4378842333142309,0.136259472938196,0.0008738719246779,0.0013925309175433,0.09768148956315792
5654.01,5654,233465389,233465389.01,1,PC,15h23m41.49s,230.922864,,,+37d29m11.9s,37.486639,,,-32.077,0.027,-0.027,0.0,1.0,-3.976,0.043,-0.043,0.0,1.0,2459713.011926,0.001846,-0.001846,0,1,4.2528141,2.13e-05,-2.13e-05,0,1,1.67,0.212,-0.212,0,1,2390.0,3.60859,-3.60859,0,1,5.49054,0.343671,-0.343671,0,1,89.1065,,,,,855.0,,,,,11.4459,0.006,-0.006,0,1,253.021,1.3405,-1.3405,0,1,5318.4,103.3,-103.3,0,1,4.33,0.07,-0.07,0,1,1.09,0.05,-0.05,0,1,2022-06-02 21:09:49,2022-09-02 16:02:01,0.05,0.07,103.3,,True,1.0084564911292022,9.87925089721124,0.8614680837006303,0.4545900609244296,0.1379919546587759,0.0007809142520949,0.0011403996845276,0.051535431466058795
5656.01,5656,458458156,458458156.01,1,PC,13h58m38.84s,209.661841,,,+14d07m46.49s,14.12958,,,11.019,0.085,-0.085,0.0,1.0,-56.715,0.111,-0.111,0.0,1.0,2459685.802056,0.003194,-0.003194,0,1,3.2487833,2.15e-05,-2.15e-05,0,1,1.626,0.352,-0.352,0,1,3110.0,14.0387,-14.0387,0,1,5.49487,0.508787,-0.508787,0,1,140.707,,,,,959.0,,,,,12.3503,0.007,-0.007,0,1,302.304,5.947,-5.947,0,1,5149.0,127.6,-127.6,0,1,4.46,0.09,-0.09,0,1,0.91,0.06,-0.06,0,1,2022-06-02 21:09:50,2022-06-03 12:03:36,0.06,0.09,127.6,,True,1.629454625289764,9.687579515663364,0.7727763886025367,0.4749041609015601,0.1334825159137176,0.0009805113880413,0.0014856145669212,0.056137112689978376
5664.01,5664,158022899,158022899.01,1,PC,14h41m24.91s,220.35381,,,+28d11m42.5s,28.19514,,,-10.86,0.039,-0.039,0.0,1.0,-6.643,0.045,-0.045,0.0,1.0,2459687.461371,0.006566,-0.006566,0,1,3.8863969,4.72e-05,-4.72e-05,0,1,3.906,0.911,-0.911,0,1,3340.0,14.9164,-14.9164,0,1,9.97164,0.910146,-0.910146,0,1,726.387,,,,,1446.0,,,,,12.5757,0.007,-0.007,0,1,701.942,10.8585,-10.8585,0,1,5436.0,121.1,-121.1,0,1,3.95,0.08,-0.08,0,1,1.71,0.09,-0.09,0,1,2022-06-02 21:09:53,2022-06-03 12:03:36,0.09,0.08,121.1,,True,0.2679708496654505,5.98110342381286,0.6171140713192089,0.455288817452768,0.1276951057420252,0.0009958721380531,0.001525600358822,0.05548527200826848
5668.01,5668,357347296,357347296.01,1,PC,13h24m21.12s,201.087989,,,+28d34m03.75s,28.567707,,,-35.317,0.329,-0.329,0.0,1.0,-14.992,0.247,-0.247,0.0,1.0,2459685.023774,0.011842,-0.011842,0,1,4.1753448,7.45e-05,-7.45e-05,0,1,3.941,0.589,-0.589,0,1,810.0,2.33036,-2.33036,0,1,4.07823,0.357216,-0.357216,0,1,689.452,,,,,1427.0,,,,,10.8833,0.006,-0.006,0,1,295.293,11.2745,-11.2745,0,1,5686.0,122.9,-122.9,0,1,4.12,0.08,-0.08,0,1,1.45,0.09,-0.09,0,1,2022-06-02 21:09:55,2022-06-03 12:03:36,0.09,0.08,122.9,,True,0.4674290089015775,7.552443374559774,0.3595500491557912,0.4382325447642134,0.1367545801318603,0.0008201868537856,0.0013496700288561,0.026343458369446127
5669.01,5669,162577468,162577468.01,1,PC,16h15m44.38s,243.934903,,,+48d19m23.74s,48.32326,,,-12.527,0.043,-0.043,0.0,1.0,15.193,0.042,-0.042,0.0,1.0,2459710.833713,0.001577,-0.001577,0,1,3.676651,1.03e-05,-1.03e-05,0,1,3.663,0.17,-0.17,0,1,4280.0,1.05232,-1.05232,0,1,12.1328,0.628712,-0.628712,0,1,792.672,,,,,1478.0,,,,,12.1196,0.006,-0.006,0,1,700.55,10.8615,-10.8615,0,1,5900.0,122.4,-122.4,0,1,3.94,0.08,-0.08,0,1,1.83,0.09,-0.09,0,1,2022-07-07 18:40:03,2022-07-08 12:02:23,0.09,0.08,122.4,,True,0.2446992137734628,5.591991335382809,0.6842237370933127,0.4193690892976249,0.1390125226779485,0.0006447176397569,0.0010987312136993,0.06394032482286818
5681.01,5681,207439380,207439380.01,1,PC,16h19m07.36s,244.780658,,,+55d55m30.87s,55.925243,,,-11.22,0.075,-0.075,0.0,1.0,15.334,0.078,-0.078,0.0,1.0,2459743.020121,0.000894,-0.000894,0,1,1.1041295,2.5e-06,-2.5e-06,0,1,1.18,0.331,-0.331,0,1,12540.0,113.148,-113.148,0,1,10.6327,1.24562,-1.24562,0,1,652.193,,,,,1407.0,,,,,12.8086,0.006,-0.006,0,1,336.074,3.7405,-3.7405,0,1,4974.0,126.4,-126.4,0,1,4.46,0.09,-0.09,0,1,0.88,0.06,-0.06,0,1,2022-07-14 20:57:21,2022-10-05 10:10:01,0.06,0.09,126.4,,True,1.6850042147882784,4.7709079045992775,0.7446781421184627,0.4953378247771378,0.129364861771528,0.0011887170344529,0.0018074361777373,0.1114607358182671
5686.01,5686,255928426,255928426.01,1,PC,16h29m50.62s,247.460912,,,+37d41m40.42s,37.69456,,,-20.319,0.037,-0.037,0.0,1.0,14.156,0.044,-0.044,0.0,1.0,2459738.845604,0.000515,-0.000515,0,1,4.2366102,4e-06,-4e-06,0,1,3.559,0.063,-0.063,0,1,14790.0,1.38262,-1.38262,0,1,15.6978,0.717382,-0.717382,0,1,351.913,,,,,1206.0,,,,,12.012,0.006,-0.006,0,1,394.427,4.5105,-4.5105,0,1,5407.5,101.5,-101.5,0,1,4.19,0.08,-0.08,0,1,1.28,0.06,-0.06,0,1,2022-07-14 20:57:24,2022-10-05 10:10:01,0.06,0.08,101.5,,True,0.6221193277469481,8.388627890996885,0.3861358091201031,0.4621780509968435,0.1312006931580603,0.0008827649671625,0.0013516703632152,0.11247906291190303
